gent.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 159316 900 1800 6048000 3600
godin.gent.	3600	in	ns	ns4.combell.net.
godin.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. Oo63u06/LOfZCRkXzhir7qT2VA2L7aWRrcYU0bwHthVmb7kZ+E4f/UUXRHBBkZu0CCKXQc9Gd7L13WFLbq/IXg==
godin2828.gent.	3600	in	ds	10622 13 2 E06C184166F6E4B955B7F02F056B97B0056282A7BCEA5A1CDA95C5D5A211A5A6
godin2828.gent.	3600	in	ns	ns1.combell.eu.
godin2828.gent.	3600	in	ns	ns3.combell.net.
godin2828.gent.	3600	in	ns	ns4.combell.net.
godin2828.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ADbkEtaxQGDvxbdhcClE+x/o8H1MmtxhFkeaGS0vnapEC9BucUQJWwUJnEYWX89V0J4isZ5DAIGYHfYyt9J/ag==
godin92.gent.	3600	in	ds	11817 13 2 558801EC8114423C67C78CF6BBD76ACEA0FEFE2057BF3270FE7D8DE66CB88086
godin92.gent.	3600	in	ns	ns1.combell.eu.
godin92.gent.	3600	in	ns	ns3.combell.net.
godin92.gent.	3600	in	ns	ns4.combell.net.
godin92.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. Tmc+qFNmyQ1W9xbizWZhKdjvFpmKIG/k935r0N3K22WcmY+M+8eWRl/2KsFrB7QBNzYNPVZ0omQeK4JaZybYmQ==
godinsparadijs.gent.	3600	in	ds	11536 13 2 18219DA466B85841D50D8B8A7E44EEFFE304FED952C0B00D35A4799D13E2A870
godinsparadijs.gent.	3600	in	ns	ns1.combell.eu.
godinsparadijs.gent.	3600	in	ns	ns3.combell.net.
godinsparadijs.gent.	3600	in	ns	ns4.combell.net.
godinsparadijs.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. c1HdLqvVyEJ36Euszti6lSpjsjXcB294/gIBOi+QigiUINVWYtQ1TX53aKR3EtQ57ts6F8v6WJIYbclEBi2bsA==
goedkopepellets.gent.	3600	in	ns	ns.zxcs.be.
goedkopepellets.gent.	3600	in	ns	ns.zxcs.nl.
goexplore.gent.	3600	in	ns	ns12.wixdns.net.
goexplore.gent.	3600	in	ns	ns13.wixdns.net.
gofundme.gent.	3600	in	ns	ns1.lexsynergy.net.
gofundme.gent.	3600	in	ns	ns2.lexsynergy.us.
gofundme.gent.	3600	in	ns	ns3.lexsynergy.info.
gold.gent.	3600	in	ds	332 13 2 B16B6FB5716D126E1712E3EF9BCD6EFA3A93E73613FB9C9CFE50E2EEFA56694E
gold.gent.	3600	in	ns	ns3.combell.net.
gold.gent.	3600	in	ns	ns4.combell.net.
gold.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. MwBXtFkyK5c38PrSfA28XeF7gsJNUqNnsKDmbWCZT687HhrL1iZ2axRw/1QcpBraWzuJESKUX4xZmWBAPKOJ1Q==
goldbar.gent.	3600	in	ns	ns12.wixdns.net.
goldbar.gent.	3600	in	ns	ns13.wixdns.net.
golf.gent.	3600	in	ns	ns1.dan.com.
golf.gent.	3600	in	ns	ns2.dan.com.
golf.gent.	3600	in	ns	verification-jwkccey3.ns3.dan.hosting.
gondola.gent.	3600	in	ds	17981 13 2 13AFEDF99A85C2EB21D5B962AAAA5AEA33E0932993D756710BD057AD8181ECAD
gondola.gent.	3600	in	ns	ns1.easyhost.be.
gondola.gent.	3600	in	ns	ns2.easyhost.be.
gondola.gent.	3600	in	ns	ns3.easyhost.be.
gondola.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. /G6nS5c+piVJv7EyqapYvM2phLLLZXsItcbZbCj24y/AWDb6qX83iveOxp8kXqePgVHrEBcEDiroN6kpi7r3pQ==
goochelaar.gent.	3600	in	ns	ns3.combell.net.
goochelaar.gent.	3600	in	ns	ns4.combell.net.
goochelaarhuren.gent.	3600	in	ds	11367 13 2 42A02993D7B84E80721F8A60B541F67155A063C1CC660F81E025E8D1C9B9DAE6
goochelaarhuren.gent.	3600	in	ns	ns3.combell.net.
goochelaarhuren.gent.	3600	in	ns	ns4.combell.net.
goochelaarhuren.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 3Au/4KzZ4XMtE02GroIrElILd8bNT2Bb0+RyEJeLBQh4Kt111Qt/F/j4AtqqMVpR7Y1eMuGWLcfsoc671UnWOg==
goodie.gent.	3600	in	ns	aria.ns.cloudflare.com.
goodie.gent.	3600	in	ns	garrett.ns.cloudflare.com.
goodies.gent.	3600	in	ns	ns.zxcs.be.
goodies.gent.	3600	in	ns	ns.zxcs.eu.
goodies.gent.	3600	in	ns	ns.zxcs.nl.
goody.gent.	3600	in	ns	ns.zxcs.be.
goody.gent.	3600	in	ns	ns.zxcs.eu.
goody.gent.	3600	in	ns	ns.zxcs.nl.
google.gent.	3600	in	ns	ns1.google.com.
google.gent.	3600	in	ns	ns2.google.com.
google.gent.	3600	in	ns	ns3.google.com.
google.gent.	3600	in	ns	ns4.google.com.
googleworkspace.gent.	3600	in	ns	ns1.googledomains.com.
googleworkspace.gent.	3600	in	ns	ns2.googledomains.com.
googleworkspace.gent.	3600	in	ns	ns3.googledomains.com.
googleworkspace.gent.	3600	in	ns	ns4.googledomains.com.
goose.gent.	3600	in	ns	ns3.european-server.com.
goose.gent.	3600	in	ns	ns4.european-server.com.
goossens.gent.	3600	in	ns	chip.ns.cloudflare.com.
goossens.gent.	3600	in	ns	tess.ns.cloudflare.com.
goread.gent.	3600	in	ds	41862 13 2 DF7510C04575584221EBEEF2798D979D1EEC1EA46BE7B4B94DD0DDC7D0B15C76
goread.gent.	3600	in	ns	ns3.combell.net.
goread.gent.	3600	in	ns	ns4.combell.net.
goread.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. mhRi6pSLgZQn3hVJErrLq/xYo1AtwALfj8+k0oenpjTj1H1+11yxU2Pq/M74XY8MdgRBnzrkhZUTq/59bwl9iw==
goteach.gent.	3600	in	ns	ns3.combell.net.
goteach.gent.	3600	in	ns	ns4.combell.net.
goud.gent.	3600	in	ds	3219 13 2 C5A323935294BF4ABC900CDA57C0829EC976D5FBB811BDB0E7EC603A4826E198
goud.gent.	3600	in	ns	ns3.combell.net.
goud.gent.	3600	in	ns	ns4.combell.net.
goud.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. QhP9cMmmhBDyawADyN5+9rWBimunXycbxymCXavn3shonfl3DU5T5tVAO1Gk1D5DKDn44KOwwVrAJIOhD0JD+Q==
gouden-munt.gent.	3600	in	ds	14266 13 2 AE013E7296BB7EAD361F2933C4682B5D20711C0F65219544E98D142FC3B097C6
gouden-munt.gent.	3600	in	ns	ns3.combell.net.
gouden-munt.gent.	3600	in	ns	ns4.combell.net.
gouden-munt.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. Dw3zCaK6xDAlZ+lvgwXjZXg7qa989oOJXpbHaF9kicUElzvmbj6c9ghfy4XdkSuD6YFNT4ajV6oVBtP3EEqL1Q==
gouden-munten.gent.	3600	in	ds	16226 13 2 71895A26CE720449B4C01DAA9F7968E46D3FF68849C6BA8204BCC5A60FB05EE6
gouden-munten.gent.	3600	in	ns	ns3.combell.net.
gouden-munten.gent.	3600	in	ns	ns4.combell.net.
gouden-munten.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. vAnT17JGeq2iP7evJf888mLoAF16hyu/zxGTO5IjvQQhfxhwDN4x64TPEmQL8yHqpVmBgcCScZliY9e8DDMzRw==
goudenmunt.gent.	3600	in	ds	29318 13 2 DB469E20D66E1082596A793A46178CD843B28235929A7CB79D97C894C2BE7C80
goudenmunt.gent.	3600	in	ns	ns3.combell.net.
goudenmunt.gent.	3600	in	ns	ns4.combell.net.
goudenmunt.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. xLHzgFbRwINmmBY0ac0049FIBHGaUxoDrdg1r8+yLgUQh9jY51TT8L7dcHvXmCK/slKOwUPZzpB8W18DKV4Axw==
goudenmunten.gent.	3600	in	ds	54791 13 2 6E1188550B2C7BD4906E8C2536EA8DB2526BA11FE8FBABC7AC1C2B42CAFFAF15
goudenmunten.gent.	3600	in	ns	ns3.combell.net.
goudenmunten.gent.	3600	in	ns	ns4.combell.net.
goudenmunten.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. qgENTzV269Bz3aF0zKK9SpqmOlNWdRBp4p2UbCkCn1oGY3oFx7c+O7yYW0OMI3XSjBMfjLfWnHzei8GZDH03+Q==
gouvernement.gent.	3600	in	ns	ns1.register.be.
gouvernement.gent.	3600	in	ns	ns2.register.be.
gouvernement.gent.	3600	in	ns	ns3.register.be.
gouvernementstraat.gent.	3600	in	ns	norm.ns.cloudflare.com.
gouvernementstraat.gent.	3600	in	ns	zoe.ns.cloudflare.com.
gov.gent.	3600	in	ns	kate.ns.cloudflare.com.
gov.gent.	3600	in	ns	sean.ns.cloudflare.com.
gpb.gent.	3600	in	ns	ns2.gazprombank.ru.
gpb.gent.	3600	in	ns	ns3.gazprombank.ru.
gpgq2b1k8d8o4iv82o6tiapshm572uqp.gent.	900	in	nsec3	1 1 0 - GPQB8R478S79MCCNR4TBU2KHMO349OTQ NS DS RRSIG
gpgq2b1k8d8o4iv82o6tiapshm572uqp.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. cbKkwY8dt0JpcZyrCJZRxrErWYkCwHvs26f9ho5MOVGiTNYM5b3dbw8w2H+H7IU4HXI0c8IIg3o45w7kd5c0rQ==
gpqb8r478s79mccnr4tbu2khmo349otq.gent.	900	in	nsec3	1 1 0 - GQFC4J3P4I0OSFJOAM9J8S7POKSMGH1H NS DS RRSIG
gpqb8r478s79mccnr4tbu2khmo349otq.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. ff3HB+fAKbCf9trUJtG5EY26Q5QAu/vMb5b/yU3N+ND0c2Na/RGdOLdTkWTSUqzvXwTX9DIvZ5l7mC+zVizQwA==
gqfc4j3p4i0osfjoam9j8s7poksmgh1h.gent.	900	in	nsec3	1 1 0 - GQGRFM36C1E8HTPTJCAK6C4A40REH1D7 NS DS RRSIG
gqfc4j3p4i0osfjoam9j8s7poksmgh1h.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. QdXGTlSi4ZIjaNvJC3ankEfme/lAd9qaoeMza4gK/x15MdsySt6XFfNF0CHUG9+yAw1VVO/ZBCjvs2CScHKx8w==
gqgrfm36c1e8htptjcak6c4a40reh1d7.gent.	900	in	nsec3	1 1 0 - GQTHD66NGM1RH8EE9KGKLP449RAMJE4H NS DS RRSIG
gqgrfm36c1e8htptjcak6c4a40reh1d7.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. EtPRKgw+OvYfbzir8LczzrgqPVShTUdbuL6R9zfeDXnnpsIeFjBR1VFJ5SIgWNFjj412RCaJv2HPqIQA1HJh5g==
gqthd66ngm1rh8ee9kgklp449ramje4h.gent.	900	in	nsec3	1 1 0 - GS98BF3ABSHOD2I66DG6QA9H7Q4E83S8 NS DS RRSIG
gqthd66ngm1rh8ee9kgklp449ramje4h.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. MKEtF/Iv0XMZlRYo8ZcIwxAWUBAcqsdM0WScsOXm885kcifRiQtgGYI9K2geiiIEgD/HwvmoSbzNG82WM8CHDQ==
graafvanvlaanderen.gent.	3600	in	ds	47382 13 2 04924F73B57E35C35CBACC85B5BEEFB77BD9E3002EA270E76C02CCFD64F57679
graafvanvlaanderen.gent.	3600	in	ns	ns3.combell.net.
graafvanvlaanderen.gent.	3600	in	ns	ns4.combell.net.
graafvanvlaanderen.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. /nfztEqf3Uwd5x0ZICCijCcFpUxePsTMBPLWqD5UCw0M+uUDZdGydgUNBH6xUSsR4Ei1dy15vgfh1rCMt/P06Q==
graafwerk.gent.	3600	in	ns	ns53.be.
graafwerk.gent.	3600	in	ns	ns53.io.
graffiti.gent.	3600	in	ds	28698 13 2 6A0F0CCB6746B18A9A5CB779A1183A842B1D82318B746E9A09747CF1AAE6CA36
graffiti.gent.	3600	in	ns	ns.keurigonline.be.
graffiti.gent.	3600	in	ns	ns.keurigonline.com.
graffiti.gent.	3600	in	ns	ns.keurigonline.eu.
graffiti.gent.	3600	in	ns	ns.keurigonline.net.
graffiti.gent.	3600	in	ns	ns.keurigonline.nl.
graffiti.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 0mfyxXjVslEscD9ohuEU//0NcpOlUbPVglhtdYGRep1XkghRqxKXn/VWWDZW+oP+Ab00qSDuE6FR4P76WXxDrw==
grafischedigitalemedia.gent.	3600	in	ns	ns1-34.azure-dns.com.
grafischedigitalemedia.gent.	3600	in	ns	ns2-34.azure-dns.net.
grafischedigitalemedia.gent.	3600	in	ns	ns3-34.azure-dns.org.
grafischedigitalemedia.gent.	3600	in	ns	ns4-34.azure-dns.info.
grafischeendigitalemedia.gent.	3600	in	ns	ns1-37.azure-dns.com.
grafischeendigitalemedia.gent.	3600	in	ns	ns2-37.azure-dns.net.
grafischeendigitalemedia.gent.	3600	in	ns	ns3-37.azure-dns.org.
grafischeendigitalemedia.gent.	3600	in	ns	ns4-37.azure-dns.info.
grafischontwerp.gent.	3600	in	ns	ns3.combell.net.
grafischontwerp.gent.	3600	in	ns	ns4.combell.net.
graham.gent.	3600	in	ns	ns1.regery.net.
graham.gent.	3600	in	ns	ns2.regery.net.
graham.gent.	3600	in	ns	ns3.regery.net.
grampshousing.gent.	3600	in	ns	ns53.be.
grampshousing.gent.	3600	in	ns	ns53.io.
graslei.gent.	3600	in	ds	42747 13 2 239AD3B100784E988D838F74D0439786BDB2F89CF5CF7B8772FC3B8E616B78D5
graslei.gent.	3600	in	ns	ns3.european-server.com.
graslei.gent.	3600	in	ns	ns4.european-server.com.
graslei.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. F7/JTI8muBk/rBSUqo153lCLIwjmoOKhYp2EZHzWXkdbmW3/NAXDmkSRn63DTKc1cOuj8Ik7bMa9bMQlz399eg==
gratiskoran.gent.	3600	in	ns	ns1.dns-parking.com.
gratiskoran.gent.	3600	in	ns	ns2.dns-parking.com.
gratisschatting.gent.	3600	in	ds	42724 13 2 70911FD15AB585EB0F1450BBA37FCA4CA4A44642BAA53C75982FA3953ECBD983
gratisschatting.gent.	3600	in	ns	ns1.easyhost.be.
gratisschatting.gent.	3600	in	ns	ns2.easyhost.be.
gratisschatting.gent.	3600	in	ns	ns3.easyhost.be.
gratisschatting.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. vlA/BkO4JiXOT5HX5m1UB566pjdFEEh/XcArLey11iwm11Is1+HFszJZS6WVNwVR4z7V7gw0NbQKDIJonHTCTQ==
gratisstartersadvies.gent.	3600	in	ns	ns3.european-server.com.
gratisstartersadvies.gent.	3600	in	ns	ns4.european-server.com.
gravensteen.gent.	3600	in	ds	37946 13 2 811517A9F5E6E847DAB57252119436A300657DD1E1B4FA221FE9FF34B555AC71
gravensteen.gent.	3600	in	ns	ns3.european-server.com.
gravensteen.gent.	3600	in	ns	ns4.european-server.com.
gravensteen.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. v1l5otknbJaoPTp7F1FScQNUZWGXYPsyGGSFByMgy/lLueKE+QMKALd/lbpr5q9bJpZtl2alE3s8Ri8DB7F1eA==
great.gent.	3600	in	ns	ns3.combell.net.
great.gent.	3600	in	ns	ns4.combell.net.
greencapital.gent.	3600	in	ds	60047 13 2 46A6154B9BD23313F355EF8538D73B003B5BC596B84AC350426ECF77FAACC129
greencapital.gent.	3600	in	ns	ns3.combell.net.
greencapital.gent.	3600	in	ns	ns4.combell.net.
greencapital.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. WRhNB3T7d27IB1ZvDh2z55awtLhklDhW+SlsvG6ZsFJNgbhgTgbWRL8tNFdAVnuvDl/tuZXU0Bb07KZ1jWIW6w==
greenguide.gent.	3600	in	ds	48232 8 2 EE0DC76F7FE97F8E35CE2BE2C62FAE722152FC4FCA1BC5FC36FBBEA12AADF490
greenguide.gent.	3600	in	ns	ns41.infomaniak.com.
greenguide.gent.	3600	in	ns	ns42.infomaniak.com.
greenguide.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. Xogng4xIi/SC8St2EdcRt6Mh5bZs6XOx/vGSk6QTdKq3iPLMmQ54EpjeU7KoFDIyqZ6y7yuSu7MJpePgUIiW0g==
greenkey.gent.	3600	in	ds	47826 13 2 BAE03A59FE2784E17092640C359D913783CB8A741F053DBD3351201D1356BDD5
greenkey.gent.	3600	in	ns	ns3.combell.net.
greenkey.gent.	3600	in	ns	ns4.combell.net.
greenkey.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. wIrPmn/gD0bsE/DafiGPm1XOsn9cpKqmEKggd43d0bWonb52GLlOuwCGEKfl5jGMA7l/Ylqum+m10/FY+R3B2A==
greenoffice.gent.	3600	in	ds	26077 8 2 C6F1B425B2C45A134216E1D9C5427DE6E02FD264A1AF7A8567CE4A97DDAA73DD
greenoffice.gent.	3600	in	ns	ns41.infomaniak.com.
greenoffice.gent.	3600	in	ns	ns42.infomaniak.com.
greenoffice.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. th4befQSPX7yeYrf2T/rXZC6YbRsFZyAO7CT853PCVs7eHutcPktP2dYJFXIQWt7iaOgzcc/z8TjfR5QB/bXmA==
greensleep.gent.	3600	in	ds	13844 13 1 4937649FCCA463AB40161DF900736832C7857ED2
greensleep.gent.	3600	in	ns	ns3.combell.net.
greensleep.gent.	3600	in	ns	ns4.combell.net.
greensleep.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. E38ZSXo8kA1xpEXo2xhkqt6f8MnkUKLzR6kQ6g9ZQO0BHAwThY+MA3yE+Vh//a6VOsxqm197TsYqxwrGcPI6bw==
gregoir.gent.	3600	in	ns	ns3.combell.net.
gregoir.gent.	3600	in	ns	ns4.combell.net.
groei.gent.	3600	in	ns	ns3.european-server.com.
groei.gent.	3600	in	ns	ns4.european-server.com.
groeikracht.gent.	3600	in	ns	ns1.easyhost.be.
groeikracht.gent.	3600	in	ns	ns2.easyhost.be.
groeikracht.gent.	3600	in	ns	ns3.easyhost.be.
groendak.gent.	3600	in	ds	21417 13 2 2F8BB8BD7A7DBE496746CFB08EB8D1F1CE597D910824A061B39BB1C3D470C876
groendak.gent.	3600	in	ns	ns3.european-server.com.
groendak.gent.	3600	in	ns	ns4.european-server.com.
groendak.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. d/5M4QRNKlILyadYZX82XqBkpmhJeMvhOXbld+DfmeEY8GpXkTjPzxDsAM+xtUtp4zULydlmwfYXJxX1LFVbUA==
groendrieske.gent.	3600	in	ds	59980 13 2 5EF6FC24B03A60664B07A841F695913B7F3BF8C67B39664A2DABD6FA1868DA2B
groendrieske.gent.	3600	in	ns	ns3.european-server.com.
groendrieske.gent.	3600	in	ns	ns4.european-server.com.
groendrieske.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. qyrJ+CDfEPWPasF6Y8yX+vQ8zgShKFcwz/pDXhZ4h/5aglqH1YQrIhe7wYJg8/GRJrXGPpYwYl/v8A81rBoojw==
groenewandeling.gent.	3600	in	ds	16510 13 2 F370978DE691BFC859C57B49E080D63807689DD535C9277B71267AAAAB701D7B
groenewandeling.gent.	3600	in	ns	ns1.combell.eu.
groenewandeling.gent.	3600	in	ns	ns3.combell.net.
groenewandeling.gent.	3600	in	ns	ns4.combell.net.
groenewandeling.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. pEbmxhQHt/4xmGBANoYMZuoTctV2kvFp9HLeDRFiDEMXLcH+wj1r1EO2umgsd76oehfGo0v9IA1Ww+bbC8UBUw==
groenin.gent.	3600	in	ds	47082 13 2 DDBE9639CC36F732ECA279FAA5734BC355D86AF9FE5F5737D9667D8BACBA6D40
groenin.gent.	3600	in	ns	ns3.european-server.com.
groenin.gent.	3600	in	ns	ns4.european-server.com.
groenin.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. H4TbKZhPH9UMbBXTP+HMt/hEzzKrMrmfV/YmxW6AbiEFH2EGXhqIuBO6ykArJFaa6urOA0t+uDW0plKT9dbUMA==
groenindestad.gent.	3600	in	ds	10010 13 2 BC96E7D0270EB9523CD62BD5CCD20222DBDCB7813DC05BAB1B563D767B7B1B95
groenindestad.gent.	3600	in	ns	ns3.european-server.com.
groenindestad.gent.	3600	in	ns	ns4.european-server.com.
groenindestad.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. T5k3Gbzwgj3gsJKVNLpVOvWZTIhQ0ptCR7Lu8xlOuQWoP1rGNYXyRy0sN1+Ph42XNUkKgR+JYUTAk8KJ+K6ktA==
groep.gent.	3600	in	ds	35833 13 2 FD89621ACF442227764A30061AB1F8D52DBC5E651575276D68D421950C14B276
groep.gent.	3600	in	ns	ns1.combell.eu.
groep.gent.	3600	in	ns	ns3.combell.net.
groep.gent.	3600	in	ns	ns4.combell.net.
groep.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. oQHibqJZzJ3PkNnYxGGAx8oTcA9mvvnHCdCeHu+5DUp/fzfQGTwijfjO7yGA5R020HroBm97ckGcKphRD+7IgA==
groepsaankoop.gent.	3600	in	ns	ns3.combell.net.
groepsaankoop.gent.	3600	in	ns	ns4.combell.net.
groepsaankopen.gent.	3600	in	ns	ns3.combell.net.
groepsaankopen.gent.	3600	in	ns	ns4.combell.net.
groepspraktijk.gent.	3600	in	ns	ns1.combell.eu.
groepspraktijk.gent.	3600	in	ns	ns3.combell.net.
groepspraktijk.gent.	3600	in	ns	ns4.combell.net.
grondwerk.gent.	3600	in	ns	ns53.be.
grondwerk.gent.	3600	in	ns	ns53.io.
grondwerken.gent.	3600	in	ns	ns1.easyhost.be.
grondwerken.gent.	3600	in	ns	ns2.easyhost.be.
grondwerken.gent.	3600	in	ns	ns3.easyhost.be.
grootbegijnhofsintelisabeth.gent.	3600	in	ds	47954 13 2 7963945C18864F97E63F21C88B9AD4BD792938DA803417A59B628B3D6A0059D6
grootbegijnhofsintelisabeth.gent.	3600	in	ns	ns3.european-server.com.
grootbegijnhofsintelisabeth.gent.	3600	in	ns	ns4.european-server.com.
grootbegijnhofsintelisabeth.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ZD0aGk+pi24+9pRontOzpc+bZTQNOZAaLkQKQNZiptUB3y7lHFToafg9NxbZs2Xc4Xq4Zdr/pLigRrVMNhKSUA==
groothuis.gent.	3600	in	ns	ns.bnamed.eu.
groothuis.gent.	3600	in	ns	ns.bnamed.uk.
groothuis.gent.	3600	in	ns	ns.bnamed.us.
groothuis.gent.	3600	in	ns	ns.nscluster.li.
groothuis.gent.	3600	in	ns	ns.nscluster.pt.
grootkanon.gent.	3600	in	ds	3406 13 2 CF48CADE20E626365F8C21459174DF65BECEA82EF8609D7F62334364CD0585E2
grootkanon.gent.	3600	in	ns	ns3.european-server.com.
grootkanon.gent.	3600	in	ns	ns4.european-server.com.
grootkanon.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. DU7UgibGdAESC3L12N+4Vce+/B5R0r7xihY/MMD5g8gTHcUx7Zen14e+PwzJqVnL/kcNaNzTsL15Dmd9hYR9Sw==
grootvleeshuis.gent.	3600	in	ds	55885 13 2 DD2F1A204C76458484E216F139401527DB97FD451E69F8E028EBC8A345106ADE
grootvleeshuis.gent.	3600	in	ns	ns3.european-server.com.
grootvleeshuis.gent.	3600	in	ns	ns4.european-server.com.
grootvleeshuis.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. kU5l32/GZ3jz3D0VqFDXl1HgNz9KvNFCH//hmthuisN/TSn23PK6DQtKc73T0DLhf8RyfDNqVFv5x/kUuxo2CQ==
groupetelenet.gent.	3600	in	ns	ns.be.hostbasket.com.
groupetelenet.gent.	3600	in	ns	ns.fr.hostbasket.com.
groupetelenet.gent.	3600	in	ns	ns.nl.hostbasket.com.
gs-connections.gent.	3600	in	ns	ns3.european-server.com.
gs-connections.gent.	3600	in	ns	ns4.european-server.com.
gs98bf3abshod2i66dg6qa9h7q4e83s8.gent.	900	in	nsec3	1 1 0 - GSL8F6GV7S84N0F126A1EB40RTKC0MIR NS DS RRSIG
gs98bf3abshod2i66dg6qa9h7q4e83s8.gent.	900	in	rrsig	NSEC3 13 2 900 20260121231657 20251222214657 48473 gent. NaW5pydkO7VHNteLJzcmh/5DyOGSRQ59TAvZ2OZHPLvfoGgh6HF5k4/zKHo3CnN9U+VRBGGTWKtu2TvHZSqQRg==
gsiw.gent.	3600	in	ds	47505 13 2 25CAC85F3CF7B25EC0B7E95C4978AC38D3D9A165CEE44963B096FCF9A878140C
gsiw.gent.	3600	in	ns	ns3.european-server.com.
gsiw.gent.	3600	in	ns	ns4.european-server.com.
gsiw.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. RKAbQw84QYJ6fXjuxcoAG4Q/AWVYqwq8OTpYHIRMtA8xbj8aJsXchGe6kSuxXKHJMNotbrUyH4dJjxNOo6T1Xw==
gsl8f6gv7s84n0f126a1eb40rtkc0mir.gent.	900	in	nsec3	1 1 0 - GTT70ELTD21K9OT9JLQDO9UO71TVGDUE NS DS RRSIG
gsl8f6gv7s84n0f126a1eb40rtkc0mir.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. 3KMvEZkFspy/6dyJzKotnnNx9m6YcAH8o8lX8WYnCbFnxxqtAZX82McnBEERtaOH+S9OxFDkWnnVmnVMg2MEtA==
gsmreparatie.gent.	3600	in	ds	38440 13 2 C628A640046084ABBED0A3050FC5E94B6D7DD81EC1892753EFBD19061B39CA47
gsmreparatie.gent.	3600	in	ns	ns1.easyhost.be.
gsmreparatie.gent.	3600	in	ns	ns2.easyhost.be.
gsmreparatie.gent.	3600	in	ns	ns3.easyhost.be.
gsmreparatie.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 9+ZNcldNXldXbh+HRdrKsWEsB2jLH6nd0WGzPsQlE446BvQWuX8yHfnalotgv0g8HI1WDNYfl0glja20CyHJqw==
gsmrepareren.gent.	3600	in	ns	ns1.nsixo.com.
gsmrepareren.gent.	3600	in	ns	ns2.nsixo.com.
gsr.gent.	3600	in	ds	15387 10 2 6568C4EFC31386B8782A66E82410BE4B0D0428A4185FFDDB822C19161575E53E
gsr.gent.	3600	in	ns	ns1.site.eu.
gsr.gent.	3600	in	ns	ns2.site.nl.
gsr.gent.	3600	in	ns	ns3.site.be.
gsr.gent.	3600	in	ns	ns4.site.de.
gsr.gent.	3600	in	rrsig	DS 13 2 3600 20260129125706 20251230112706 48473 gent. c77pElTx9qT+ahQKElFymyELTHUbUsPZL7fYWUrztVT4NUJ9yWfqzfYQCaUstumAsDhH3RNt5JrIZPV7h8zKPw==
