ryukyu.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302942 1800 900 604800 3600
1o4mt61j0h280q5kb3u389hc8kp9hofp.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128125657 20260121205311 45091 ryukyu. eG9847bT1+XV5lRAq5vbVZ7GcQBEwqJHuBjRufHRSeKMBsAy/Sw2ldKsUc3LM9eXNV+WsvSLgU2UFOJoHFtQixqjaAB2U3WkYuzR2i3tpZzwSpzJym9bpmjcFRVlrs3nfsAGTJPQQuEUFAfkPaSYlvSdcBgOpNcCj/vjR3PlAYU=
1riqmnguhhsi7e01siej6clnmedjru0p.ryukyu.	3600	in	nsec3	1 0 0 - 1S0K8FOC5JJEB449SGCDEM1DMLIHH1N7 NS
1riqmnguhhsi7e01siej6clnmedjru0p.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131045759 20260124040015 45091 ryukyu. VWX31geszwC7nnQWPiQvWUo73TkTu2h+ZOSqz5ak3xdOe03okqCkeQ5rUfkeJsM69XnGD8dMe9raNQkrYKEFGooQn61yOTmHrblVc4iP0jglZMieTIJIpKKvGWfDI20GbfkzHO16IKiPR2H+KBiLaKqy3ni39in0pYCkTNCOFXE=
1s0k8foc5jjeb449sgcdem1dmlihh1n7.ryukyu.	3600	in	nsec3	1 0 0 - 1T9GJO5BSMHNOMHVLAFVKFMI5HDN4R5M NS
1s0k8foc5jjeb449sgcdem1dmlihh1n7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127180701 20260120130808 45091 ryukyu. aEjHlYEyw0IK/xBpa/ZshOKUsIg4D9QnjdZvX5mHNxatNYm8U2CHBS6B2uUXUtwV5bwxO9U64RWLdXaZTp595Z28DVb7VhxFD5eBap0lInCBae2lJOVlLseUjXbTB7TKhZwwSTK8w1n4Ln3sKL7LHXshFZpH3iohLY4wVc/leaE=
1t9gjo5bsmhnomhvlafvkfmi5hdn4r5m.ryukyu.	3600	in	nsec3	1 0 0 - 1TF005RMECN86DO0MJ4T4FK5342O2GMC NS
1t9gjo5bsmhnomhvlafvkfmi5hdn4r5m.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260201110627 20260124233226 45091 ryukyu. YvatO8f20PvK9BYflllNqyBR9T9lqV+GsdkgL/K2HbqyhgS14Bftb9YGa0GEQ8WklkbO+83LNAk7t/TD6inH3+F8QXwG7PqoSOilSu4f86dOO1EDv3zWKQW3w7O66J2kfzkE9POWlbP1BPnRJwkTxFoBOnWux4ScFCdSvu9ArXo=
1tf005rmecn86do0mj4t4fk5342o2gmc.ryukyu.	3600	in	nsec3	1 0 0 - 1TUCT1O09EME9F623PTPUA091O42LFDD NS
1tf005rmecn86do0mj4t4fk5342o2gmc.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129030025 20260122104911 45091 ryukyu. JpoI+S5mt6wAa7VLkpTZWZirOidVdQeTsrAxRWYPHIzYBy6lnJFuzu28/YMjgBTLchkmK6Qu30ohfw1Da56nB2DoDyzaEkwxm/J1iqQY57kJH9LSA1yYA8V3nywvlq+CwYWrq0VIwP960sa7/f3AdO/IJBHhm9vrs0Za9beQFqs=
1tuct1o09eme9f623ptpua091o42lfdd.ryukyu.	3600	in	nsec3	1 0 0 - 1UJL1M5KA29PRAKBPPA9DA0ANLMC6UV0 NS
1tuct1o09eme9f623ptpua091o42lfdd.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128205327 20260121230112 45091 ryukyu. LV55fBCGqT9HaHRI1iPG5MFHFfrnx8Ya7px1fMOUIMN0JevWYLecBC4mQu2touJ7kOpGdL3DVvJsQZNOnFyzbKlCf4XE1ZUJtDRa8bQvgsAWMMQQI+8A8U8filimX7pxKJxVx+BcNirEq30/EIrdiqSx4/vEC+iPms7FKLmru9o=
1ujl1m5ka29prakbppa9da0anlmc6uv0.ryukyu.	3600	in	nsec3	1 0 0 - 20CKTLLJ3MNCQ1902DTKS3Q782DM8731 NS
1ujl1m5ka29prakbppa9da0anlmc6uv0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131012221 20260123124911 45091 ryukyu. FHNUYxNHPTHBaKdNI0GRF3GpawwqY7WmYsMwDs15QYVvidcZKdoohSyUgEu7Nx2O/E7AmAUR2crJXSkKlXItvvwvQUkXqdFYBVLOGX4X3KCiqL6AgyDg3RsFDebaZJQ/JGNkIYxcdanJhxQKG4juugIEnNutxq9sVW4C3oqKwUc=
2020.ryukyu.	86400	in	ns	ns1.value-domain.com.
2020.ryukyu.	86400	in	ns	ns2.value-domain.com.
20cktllj3mncq1902dtks3q782dm8731.ryukyu.	3600	in	nsec3	1 0 0 - 20ICSH6943MHRLJVE85MVU54IUGPPRN1 NS
20cktllj3mncq1902dtks3q782dm8731.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129131725 20260122222610 45091 ryukyu. SM1yGTuHhNWQUNUap/fsEn7t1oALIPNssHAmUgBVgXM2ncZp3nAsxVaFnrGELDJuYpbqiSpeeea0Au/4o0LyV5UYUjBeDOlWW66SR5yhdtSTh4AhWMerZw0ECRj++HzgaDBABpQdcXlCAAxL4syYBhguMJfCv01Pv/MauDomoS8=
20icsh6943mhrljve85mvu54iugpprn1.ryukyu.	3600	in	nsec3	1 0 0 - 20VV41CVM1CI4M9TC9KAJJBCR1V2M5J9 NS
20icsh6943mhrljve85mvu54iugpprn1.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130144427 20260123192016 45091 ryukyu. ZiFnvc4otkEfzWWVwmjHggBDUZ7WwBchos8b3qQ1WFsKKrzd++31FFsE8QGukNPEb4yHOSrtshpwMWPjO8SFNdFhvJcwKaphJEryL2Ih/PvuS5vJbb6IZTYn+zz3xZP1q3+WfjZhlpN+Ktv3jjfCB+lW/HmseHHDCxMdWje9HRg=
20vv41cvm1ci4m9tc9kajjbcr1v2m5j9.ryukyu.	3600	in	nsec3	1 0 0 - 23UU65L1SM35CCU16JF21SBB0CUNSJU0 NS
20vv41cvm1ci4m9tc9kajjbcr1v2m5j9.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129004008 20260122094515 45091 ryukyu. F0GigczFCWqSwsZPss+CQlVsQFKKFfmzKAvqozG4Grwk5TIcx0HCcKMthGApYnHVZEkGF7yiiS4YkzlyZPGyixBHjIBC1p9Gk4VI6uJklcNEpqwhfVvSrLLEX6no+eQr5C1ia+SfN03mOFUsiR93sVHI2FVEp81u5VbdDiCjH5s=
23uu65l1sm35ccu16jf21sbb0cunsju0.ryukyu.	3600	in	nsec3	1 0 0 - 240KIL580DGMQ7BA1KEIVLK4MEMTU0F7 NS
23uu65l1sm35ccu16jf21sbb0cunsju0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129130423 20260122180611 45091 ryukyu. KrKtVHfDZZR1pI8ntQ+HaRqxNDpDy3ziUh9p4NRJX094DduCmDDC7dL1wynWSPIhdHEnDQsMF0mh0HraytVghCJSt5j3Xv8gKprXyt2ovj7ZPyWaYlJRUc+lbebXV3eHD2f19MzPIRhFgY81dRF7xE5QchMAOCEmCTHfcOWqT7Y=
23win.ryukyu.	86400	in	ns	monika.ns.cloudflare.com.
23win.ryukyu.	86400	in	ns	rommy.ns.cloudflare.com.
240kil580dgmq7ba1keivlk4memtu0f7.ryukyu.	3600	in	nsec3	1 0 0 - 25UC8T9C598IQTHDF8HIOCMPGL4U80TC NS
240kil580dgmq7ba1keivlk4memtu0f7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129022347 20260121191110 45091 ryukyu. Z1OcXrrpmv76W1r2tYMaA5b7KTj7gTNivsBigpEjS9Sgby19i650DlmqGi5Z8g6IfUf9YEOCyC1J1o+cnKz3w71qO29BX9+lw56BdhupnnSiMcOAnXyOvzS5BHIB0JfzxAMcVh/zqe8BMxosxxbSEjDeXow/eNQ/3Uo9RMXmGx4=
25uc8t9c598iqthdf8hiocmpgl4u80tc.ryukyu.	3600	in	nsec3	1 0 0 - 26L8FB0PQE0TFQ4CMI4GG1CTPUE18MP4 NS
25uc8t9c598iqthdf8hiocmpgl4u80tc.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128214545 20260122045411 45091 ryukyu. c4b72Dw35MV0EkAbdMYR3uxGcpgw0uDpW6yrYTybPob11PaMs5h04jHgRgT2EinhioyG/y0rvW6+/9NZVVbuen0Cvn6Byq/MAXpqhOf4pEWdLrQK7W6TIwtxo6G6q51vUNEqtqnc3fr4pXUJZkQhsxNXWW/ubw9v7ziBCpNpWsQ=
26l8fb0pqe0tfq4cmi4gg1ctpue18mp4.ryukyu.	3600	in	nsec3	1 0 0 - 2824DJHDL42AQ2G2MPDFEH9S4AOTI83R NS
26l8fb0pqe0tfq4cmi4gg1ctpue18mp4.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131171547 20260124154109 45091 ryukyu. Y90HxQWUcKKNFCVd2dNaHkNZqjs25xe5oXKwpB8h/kgjdOVp7OZDgkOxv9xdaiHFrKq4x9Y39Fg4XZLnNn8Tb1Lfg8RYN2gc5+PLqXpmf6ciItLXXBhV1EzYm5q1NMTbJ26DGXeEHkO6TT6mdqahA+4Sif2NGlVf5xzAg9LXzdY=
279536.ryukyu.	86400	in	ns	luciane.ns.cloudflare.com.
279536.ryukyu.	86400	in	ns	merlin.ns.cloudflare.com.
2824djhdl42aq2g2mpdfeh9s4aoti83r.ryukyu.	3600	in	nsec3	1 0 0 - 2CHV5294L1RULRDRNCK84ECSNRT8HLQ2 NS
2824djhdl42aq2g2mpdfeh9s4aoti83r.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128040922 20260121085412 45091 ryukyu. DOqKfVL3Gvsw+Hl4kdI+Ic+c/ufuep7q7d2BXEuyaKyA07JwkHzyX5EpxsD3EAtXhFvomGey9+vyNV0QgL1WRCb6ijjRfndByl6ZqDa5Ror3+JUMtK6/Nu06OsZpFvtC3NqfORThCJkdC5arX8WTu/uJz3r5gcD06cy6zj6HFmU=
29q.ryukyu.	86400	in	ns	elle.ns.cloudflare.com.
29q.ryukyu.	86400	in	ns	ray.ns.cloudflare.com.
2box.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
2box.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
2ch.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
2ch.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
2chv5294l1rulrdrnck84ecsnrt8hlq2.ryukyu.	3600	in	nsec3	1 0 0 - 2D48CSF56P8NL8GUB3LAB1D420BJIRD2 NS
2chv5294l1rulrdrnck84ecsnrt8hlq2.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129202925 20260123070608 45091 ryukyu. Q/fN1ijIqnLjm+aECANPkVcMlJxeQrUTe2HYNly37iBfDpJF/E6yO5nZ20Af0lEmq4nQxqSIQ6bNKxnefDBJnv3HolBFsGSYxgRakoRwH9OUcJHMTwIZeoVGlgxScQTvW51mvCy82KiVy8aKQ57Yxd2ObrOaklozen46WiWXp9M=
2d48csf56p8nl8gub3lab1d420bjird2.ryukyu.	3600	in	nsec3	1 0 0 - 2D5P221VMNTKB390GFNENPSF2MAR3BLP NS
2d48csf56p8nl8gub3lab1d420bjird2.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129154842 20260122085610 45091 ryukyu. adF3jHcgz9xrcFAn+rJn8P4XbkyM5yZ4+INo/HQRTcOe4J6Ij5kvlM24VR1K3hlDKoklNPQYkWg/87Q+hjD+MQDVZHLdikmhVw1adVA0pZG0NgHJmflmHjx+wnYHXMSiOKOt3xWeCaWFjz0vTQzs9AD26fZ02QjL1cPJ67Rqvs4=
2d5p221vmntkb390gfnenpsf2mar3blp.ryukyu.	3600	in	nsec3	1 0 0 - 2E14TQ7T29RMB6D786GU2GJHJDFGA0E0 NS
2d5p221vmntkb390gfnenpsf2mar3blp.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130092618 20260123065108 45091 ryukyu. ItPDHc+tAOY17OSi64OArwXuYlwJ4CushZRcARjyFcdVa/RDRbGetKuqj1wolflB5FdMIn9s6++Dai12tVM/2E6/GYfblm/flrl82jl16euuy9uA+oWO+hivPPuki/EWg7Fe5HdYaAIA1IpXxN54+vrP2/wKdPMfnEFhF+E8hh4=
2e14tq7t29rmb6d786gu2gjhjdfga0e0.ryukyu.	3600	in	nsec3	1 0 0 - 2IK0USRSDVK60I5JH08AH5VSAF05GQ6R NS
2e14tq7t29rmb6d786gu2gjhjdfga0e0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128000910 20260120204408 45091 ryukyu. DY8sxiB282hx6UfR0R39+pM1JrUfiFoEePRHHUyteyutiRgad+vCUs0SrJjlh5hw3pfn73kAwLqyBwCwk4JYSiaSujlhT/xlwHD3+Yf84MsaaHWKHcLFVdxovZwjvFCvbue5Mrm+/XhRITtC2Fb1tTKcYKoME8fJqzObtohTXQk=
2ik0usrsdvk60i5jh08ah5vsaf05gq6r.ryukyu.	3600	in	nsec3	1 0 0 - 2JJ5L4U0NAF7Q1JKVGTJ4N7UJGK7DEPP NS
2ik0usrsdvk60i5jh08ah5vsaf05gq6r.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129222224 20260122231436 45091 ryukyu. UEbimRhE55d3dWrMmTdSycyLv2pCtW1cYmf26Fawzeq4q7ysK/XSPe/vc5ZLeuVZucMZshPHCGzxBxn3cBgNI2RRdwdAXaQkuB9Y/qTY+f48zk186uzlHBoYIhQuX7GNB9kBoeHOWxgM9/CDLiQ0d/TXouXoOW/b348PZEElsLk=
2jj5l4u0naf7q1jkvgtj4n7ujgk7depp.ryukyu.	3600	in	nsec3	1 0 0 - 2JKN2QR60DQCMH4LAQD54JK3STQ3L6TR NS
2jj5l4u0naf7q1jkvgtj4n7ujgk7depp.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128015403 20260121063809 45091 ryukyu. RYL6tjJqfkkhOqK2KQTMyl1M5awbighgvaYZeQK8kzTj4HGj7gELrgsi/JbgIt0zyG1eCiQD22Z64eAFrNLcLSxL6BPojpWURRDKI9LXQg2i5J5/egjwvv98TE9Q3LHhd5fHmK4cUDN+L8n0k8H+m5xk6EeJY038NJzTY27ies4=
2jkn2qr60dqcmh4laqd54jk3stq3l6tr.ryukyu.	3600	in	nsec3	1 0 0 - 2MCFECPDE1UP649L40IOV3V8E30CS1IS NS
2jkn2qr60dqcmh4laqd54jk3stq3l6tr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127220541 20260120155409 45091 ryukyu. ipstRf6Hi51WU9ItrD2f3l3Py+tO3HdzKG5fXeSt2aLG5o8Hm6c8Lh/U0DXN3p6WVke2qrjnYH4s0WNbviVD/nyp53YmJ5W0WBFoUYObeXbsu1/xZ0xuOKwZCrCjh+bmtzB41zHk7NeOxpYzrfNBrx3RCUw/Hq/aZoidxclExvM=
2mcfecpde1up649l40iov3v8e30cs1is.ryukyu.	3600	in	nsec3	1 0 0 - 2MMEVGGR97EQDMF4UU6I9SRAJDCR2KHS NS
2mcfecpde1up649l40iov3v8e30cs1is.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130073102 20260123123411 45091 ryukyu. abbCc4YNq1Cx3UHtAiV/KZBztcLVTycCN9yMQZZsAJbLARwfAPztDZLtg9xnfxYiPW6KZkHTZob2mrHyt1BvvyJDFw95V2dWbhiReYaKGK8nQypz74SkGpKUTqwfwYaDAjOdSxifTBppN4nzxrWDBa070kZfAaePk0qHvoN+a4I=
2mmevggr97eqdmf4uu6i9srajdcr2khs.ryukyu.	3600	in	nsec3	1 0 0 - 2N9OCF40ITHOD20KK7TFAI7M0PMDAAA4 NS
2mmevggr97eqdmf4uu6i9srajdcr2khs.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129122256 20260122055810 45091 ryukyu. MRxI8J43QmNsiY4ukvlJRMvqzGP9O3kSmxtki376bsjTv/hCTm5N3NsMd1fD/2+nfBPcwnvmNFB0LRX7Nxett/oLzp5XWf/9TnuNzzAtEgBkauxC14pYtAIMaMh4UKBY3zKDeMakShJjjd2H6sQkTmDwUDxsjAkxHYTRuPesB4A=
2n9ocf40ithod20kk7tfai7m0pmdaaa4.ryukyu.	3600	in	nsec3	1 0 0 - 2NUOHPF69515IS3K4CMCF9ANH0KJHEV0 NS
2n9ocf40ithod20kk7tfai7m0pmdaaa4.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127152328 20260120204408 45091 ryukyu. QnKVmqkm0Efx/WKMmOBq+ZQmesLhSH11BHTIyJtgHrNjTYuoPgHpd2S0V6kaNt0HeVsHX2ITxeb5vw4V0wnFdXcfqqVrc/bGBu571MTFMaOAcvnhDBMiHwXNXVrI2gZBm83lrrfiqc/kQkTvTmj8BOBs3vqUWpoYh6FnWgId41g=
2nuohpf69515is3k4cmcf9anh0kjhev0.ryukyu.	3600	in	nsec3	1 0 0 - 2ORL4E0N6DGQL8D3368T5GCTLHK2A0HQ NS
2nuohpf69515is3k4cmcf9anh0kjhev0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128194958 20260121205311 45091 ryukyu. hsfs/U6Ula4i/uAsn8PvE+cKA5kwmVaEA8oGIgfxEPP9u56+0qDCKJFor/XiVBwJaLdgPxxShKZk62VoVos5jA4jOu+A2Aul0x6xDc9iqj0+sxguyoclUnIMVvBcHjQFR/Yf9KrymElP1IJs+kvptJAhDMgLdOczkWtP+HByVuw=
2orl4e0n6dgql8d3368t5gctlhk2a0hq.ryukyu.	3600	in	nsec3	1 0 0 - 2PSIKI8K44Q4KDO3GC3RTOS1E4U3M0JN NS
2orl4e0n6dgql8d3368t5gctlhk2a0hq.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129065030 20260122045411 45091 ryukyu. VGq26GopiGf8FCtg9O9hAUGm69RtofQ2f2hlfqNVOeey54nxqMv4s3s+6WVLkNvQ/86/2GiZL6GMtvyho4nKoJV5fg7DNDRG6hYjKxqJ4fp0GOstWKEGpnbX9X1wXMmTHlmLOOW23eMcFPPZ6AWmIfgNuP1DLyC9KPmRLzROh0g=
2psiki8k44q4kdo3gc3rtos1e4u3m0jn.ryukyu.	3600	in	nsec3	1 0 0 - 2RE4VA1G6EG480SDNPC2H849GK0DLDGS NS
2psiki8k44q4kdo3gc3rtos1e4u3m0jn.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129001616 20260122075217 45091 ryukyu. B7vgw/ssGN0wAiQuA0xUfSqHrJY5YWzBqHGwxnfe5ogbNv0XVQin5xZl1sboYNesjo/752af5++7DagTSe7w2hri6zNJE9qJVJEFgj3vql8MPvnBIjcYyw5Ct5In2ClmI2V8tZmdpcFmOaqgWbQz5I7a3vMl5T8cPMqnjX+WHCY=
2re4va1g6eg480sdnpc2h849gk0dldgs.ryukyu.	3600	in	nsec3	1 0 0 - 2RH3USOGJAAATHMV7NQO0JT4PNEJJH6Q NS
2re4va1g6eg480sdnpc2h849gk0dldgs.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127061016 20260120033227 45091 ryukyu. Sum+wGn6htjoKr1ZHFvyieZjw/Z7U7VqVPfKa619HaW6Oh4XSqJnFB8JQu4EiN6zSi4s3AgHyaDkQN92mf6HTcWz/1zFkeoKOtvlntj6ivU5EcgnOrIy9uAjoxCrKw54ggX+htGfyj+Iugh74LVJBBCcdHlL+rzzV2kNxSAMkTU=
2rh3usogjaaathmv7nqo0jt4pnejjh6q.ryukyu.	3600	in	nsec3	1 0 0 - 2RUUNEPHMV3D126U5MP5OLQ94OJ934F7 NS
2rh3usogjaaathmv7nqo0jt4pnejjh6q.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129201306 20260122224517 45091 ryukyu. aS75AAlavb3vU+I+Lu7wCu0VzBbYx1f2xzqLBazgRZuvZ4fClHNGMPUSQQl0vvBowvfncuXONhYD6zI9lp0LX3w7c0kOkU0uTZZ7yo+KfqPciQNior3jmxdgNjKDITZjJ+Rof/Fl16w5u5DoUE26r5FG+5cBrvY/A981NnvW1mI=
2ruunephmv3d126u5mp5olq94oj934f7.ryukyu.	3600	in	nsec3	1 0 0 - 2TSHQSU65HNJ0Q15A3B9J1BANOKJTR9J NS
2ruunephmv3d126u5mp5olq94oj934f7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127102710 20260120002414 45091 ryukyu. hn0FTAg34E8sZZoyu50Bf3XGznNfV7qC1CtH0a+bLQfLyWRmkEz/zNgtyvdz/3QjYSewF9O8fG16THYsm6McIgI/36ux0o6xsWrLoJjeJNrxg9N+uN7HunuwLTaviGObddPfyjJMAadNrZmJh/lKmc6uFqVza2+/xppcGF4CUbw=
2tshqsu65hnj0q15a3b9j1banokjtr9j.ryukyu.	3600	in	nsec3	1 0 0 - 2URB80IG0JLCUUK9BRSUP0QVNK4EF0IH NS
2tshqsu65hnj0q15a3b9j1banokjtr9j.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127140532 20260120193609 45091 ryukyu. eTdMyzsuGNLhyn/hLVSwsVZ66avHjUID16/pTFBMCgjV/WyFEs5oq5lI+6ooydKrSkh9554Bjiy2DZQjOC8grXCBMO6D4uqIdNsB8zAgt1EZYhYK0XE7m72dic3w67yZjV39/CZtXME9lnHxIhscA+azS/yntPzTZ4npHmkeQBE=
2urb80ig0jlcuuk9brsup0qvnk4ef0ih.ryukyu.	3600	in	nsec3	1 0 0 - 325GHBA8KDE2407RP4KIA4PER2FNTV4R NS
2urb80ig0jlcuuk9brsup0qvnk4ef0ih.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128002859 20260120130808 45091 ryukyu. NtW77GgvT8Tdv3riMkGgfSaFn/iJK/s3LUCOOp1eug1SBZtUPLIlP3ZA87FlmQQJ4sUBIrjFl/lml/fpLCDPkQV0DQYioTbRRKkGgQ/PE5XN+mhtiOCeDdjZgQ26uYJUo92qnqdTWUu49jCH7FkCh8PSKGAuUaS+8C6U8JmJ9MY=
325ghba8kde2407rp4kia4per2fntv4r.ryukyu.	3600	in	nsec3	1 0 0 - 347V3HSFGD799UJ2NQ837E1NFNLM89KD NS
325ghba8kde2407rp4kia4per2fntv4r.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128092039 20260121055309 45091 ryukyu. m98o/aNzG2EJ0akvkzoS5ccqKsQ3s/2qb4vFyQIl0dltxfK51DQ5WB2wuYxetw7Nz1/q3TFaSz9ZVNcREP/S26IfAprBUZVMQsrx/V9RluC+X+fAcxcjE60HMKaXPyDQoQzPLVfSZ2xvQeD6bG89oV8y6w9Ljso9yomjTNosEkg=
3333.ryukyu.	86400	in	ns	ns3.afternic.com.
3333.ryukyu.	86400	in	ns	ns4.afternic.com.
33win.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
33win.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
347v3hsfgd799uj2nq837e1nfnlm89kd.ryukyu.	3600	in	nsec3	1 0 0 - 34CHAC3DAPC8AUSVSGJOHMVC25U8RMIS NS
347v3hsfgd799uj2nq837e1nfnlm89kd.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127093104 20260119205409 45091 ryukyu. DeHo3QHrykY0cErs9CevJHtu8dPoGrGBHT+5hNMv4V4Fpzg++KgwZ/STS9LYELPZrvqR7Ii9QUCd9DkGC2zdq3zHbpLwC2wX+hXKhNLguhTm2k9CMOUw4LsadSdYiCOB2EI7Y+naXWdDVmidScC7ZU9XYEgiCnjfS1UqEJzNiys=
34chac3dapc8ausvsgjohmvc25u8rmis.ryukyu.	3600	in	nsec3	1 0 0 - 351D6GRHUFK8L9QACJN5L2KMGDPH718H NS
34chac3dapc8ausvsgjohmvc25u8rmis.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128094931 20260121044412 45091 ryukyu. Me+fNfRfPk2RaiKlHvGPWQ78d30bitHpDn8Mvfc9Qu7GC8LO699qn2rLjoNhLV1oygrCjZhp+IjXaQBdI3bwNQSMyyvihcikUPd3VQZm0vseqzCR39A2MK7WaqsAy/ZVkvv6eAvVcdmR3KS/UoKzFcKpA3th+hQyX/tdWi5pnhE=
351d6grhufk8l9qacjn5l2kmgdph718h.ryukyu.	3600	in	nsec3	1 0 0 - 35C8K92Q4HDMRB1K4CND92J4LV2G2AAA NS
351d6grhufk8l9qacjn5l2kmgdph718h.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128063800 20260121095412 45091 ryukyu. ckcQM/CNInk2VrnzjmAg1rtmyUu7McjmxADQ5rrstxZvLqLmivgNUz2X4i4bg10HRmgM+261GL03GCN3Y9dEGY+tyTmqYBFovduHmTkKE4344FMHuiJDVzlCCp+mU9EFX5ycvJUWEaAXL6NVJpGy1GIW3bSe7ih80pJ+CrtgXIY=
35c8k92q4hdmrb1k4cnd92j4lv2g2aaa.ryukyu.	3600	in	nsec3	1 0 0 - 3620IQUOHHNKNSVLE3F1EFM10N54CGCR NS
35c8k92q4hdmrb1k4cnd92j4lv2g2aaa.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130090926 20260123082913 45091 ryukyu. Bsx8WhDwgfDUTnvst++xfe5V+mjUY0Rre9fA71rqknlMKwBSku7KwesTncMbVdMsuV34FdEYH8nWwPBDaVdki6tAZYZih+98yCz/Q12AjkMb2/r5fzpFu2w6K+X2VOYogw3ZsnngUZy9oFBC83BR7RMWTXCoFru99srdIBnu6RI=
360.ryukyu.	86400	in	ns	ns1.sedoparking.com.
360.ryukyu.	86400	in	ns	ns2.sedoparking.com.
3620iquohhnknsvle3f1efm10n54cgcr.ryukyu.	3600	in	nsec3	1 0 0 - 367SPFV0AMBVI8SQ1AEJ9RM3CEH3P7V5 NS
3620iquohhnknsvle3f1efm10n54cgcr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129144932 20260123002222 45091 ryukyu. LUP7dwwfaOtXeeiOKBoGDvR2pzpg2wDqa+mZaR1ilFW3vsPAJs7QbwS30FlqoAXMOCwPYAvCIKmfJFHcCz8fKrn8v37N82XTdDPwjExZaLzEFAtVYjBvddRDx076uFrgVTaUNMCyi82LEyCmOzvElpKiuvhSB+Stg8gjwC1F7Gk=
367spfv0ambvi8sq1aej9rm3ceh3p7v5.ryukyu.	3600	in	nsec3	1 0 0 - 3B7ML85BGHVBST1HTC0D87BIVA983OO7 NS
367spfv0ambvi8sq1aej9rm3ceh3p7v5.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128004317 20260120162409 45091 ryukyu. LGHzbMkYRI0uZ/2O+lq13YutikOeAU4s8wBbDUBZztA9PrhCq5omQFC0XMcoPBZ5037lyF7BUcyxlfbUjnnOl5vHvCROp0YM1SaR2VFXSbayqfLygLCuZoxS80FCsdyt+TiPC5p3c/repUb9Ll8qAXiXSGnOjwNOkrQDhFdc8Ao=
385.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
385.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
3b7ml85bghvbst1htc0d87biva983oo7.ryukyu.	3600	in	nsec3	1 0 0 - 3BF30BI2J24KQHMJ6RNOCQ40L5O3I5O0 NS
3b7ml85bghvbst1htc0d87biva983oo7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127233828 20260120221809 45091 ryukyu. idS7ibr0W0RgreJNzOst6P80afdW4MO3kmA+cfweHmk9KbUUbxyeyiHzdyzmExw9+EItmUeUfaALdRSFVI3Za5B5g2dac9EQK1/SHdFgRbMILsNdOCC+EC2y9STQEoXEdfhpxCGMzOwgM4qbKvM1wpW6uag1S62rECOpjiOv8kg=
