bayern.	86400	in	soa	anycast9.irondns.net. dnsmaster.irondns.net. 2509120103 7200 7200 604800 7200
eisend.bayern.	86400	in	ns	ns1.dnsdienst.de.
eisend.bayern.	86400	in	ns	ns2.dnsdienst.de.
eisend.bayern.	86400	in	ns	ns3.dnsdienst.de.
eisenhammer-eckersmuehlen.bayern.	86400	in	ns	a.ns14.net.
eisenhammer-eckersmuehlen.bayern.	86400	in	ns	b.ns14.net.
eisenhammer-eckersmuehlen.bayern.	86400	in	ns	c.ns14.net.
eisenhammer-eckersmuehlen.bayern.	86400	in	ns	d.ns14.net.
eisenhammer.bayern.	86400	in	ns	ns1.keller-brennecke.de.
eisenhammer.bayern.	86400	in	ns	ns2.keller-brennecke.de.
eisenhammer.bayern.	86400	in	ns	ns3.keller-brennecke.de.
eisenhut.bayern.	86400	in	ns	docks03.rzone.de.
eisenhut.bayern.	86400	in	ns	shades03.rzone.de.
eisenmann.bayern.	86400	in	ns	docks07.rzone.de.
eisenmann.bayern.	86400	in	ns	shades11.rzone.de.
eisenrieder.bayern.	86400	in	ns	docks10.rzone.de.
eisenrieder.bayern.	86400	in	ns	shades19.rzone.de.
eisglut.bayern.	86400	in	ns	root-dns.netcup.net.
eisglut.bayern.	86400	in	ns	second-dns.netcup.net.
eisglut.bayern.	86400	in	ns	third-dns.netcup.net.
eishockey.bayern.	86400	in	ns	ns1.variomedia.de.
eishockey.bayern.	86400	in	ns	ns2.variomedia.de.
eisht9fsm08gvh058e0h0gg3c5efos0e.bayern.	43200	in	nsec3	1 0 0 - EIUBNUDU3PGHKVGKE3SOQLDPO2C3106B NS
eisht9fsm08gvh058e0h0gg3c5efos0e.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. k+nacucXvHHJANvfhAo69WJW8b8ZnZia5AKY/J2Q+2aQtq0I5vTX/FIM+Btf/2NYU6iL4jY2rwOwCal0WrfUCJFr71gqAhcuzkNCU4+6TkhuSF5i1yIof6zeg85J209ADB2/ZxnN6Ob6tO6uxMLhZP18Lqu20OzLKUfIWttDUlDwFk7uHxu4GCkqZFGhDn6Gi36NLktsVzuYSz9/mdgKzA==
eismann.bayern.	86400	in	ns	ns1037.ui-dns.biz.
eismann.bayern.	86400	in	ns	ns1045.ui-dns.com.
eismann.bayern.	86400	in	ns	ns1048.ui-dns.org.
eismann.bayern.	86400	in	ns	ns1089.ui-dns.de.
eisregeln.bayern.	86400	in	ns	root-dns.netcup.net.
eisregeln.bayern.	86400	in	ns	second-dns.netcup.net.
eisregeln.bayern.	86400	in	ns	third-dns.netcup.net.
eisspezialisten.bayern.	86400	in	ns	docks04.rzone.de.
eisspezialisten.bayern.	86400	in	ns	shades12.rzone.de.
eissporthalle-peissenberg.bayern.	86400	in	ds	54049 8 2 D20E12EC4271C27CDF1B5DCA4FF075F1B3CF498D69967F6074CF79AA6BF09ADD
eissporthalle-peissenberg.bayern.	86400	in	ns	dns01-tld.t-online.de.
eissporthalle-peissenberg.bayern.	86400	in	ns	dns02-tld.t-online.de.
eissporthalle-peissenberg.bayern.	86400	in	rrsig	DS 8 2 86400 20250923205857 20250909205857 25116 bayern. YUvGhGBg/QofEQE0frTDBgE/r0qoqjMLA5fbchpseSD2/3cVeSaJy/bKTvW11OYRXrjmxaQnKluWQKGRnyuhOJZC00UperUrV+KCLSVmGQ/1xByzdRcXlVjYzPFY+qbjqFMdx3dhYAeUPD0tSXvz31fKZg/lN2z0cV/qgB86PK69IIyUxmJOVHOm687zBwEeDHRm8ylKozbq841XsgEfrA==
eisstock.bayern.	86400	in	ns	ns01.agenturserver.co.
eisstock.bayern.	86400	in	ns	ns01.agenturserver.de.
eisstock.bayern.	86400	in	ns	ns01.agenturserver.it.
eisvogel.bayern.	86400	in	ns	ns7.praxisnet.cc.
eisvogel.bayern.	86400	in	ns	ns8.praxisnet.cc.
eitensheim.bayern.	86400	in	ns	a.ns14.net.
eitensheim.bayern.	86400	in	ns	b.ns14.net.
eitensheim.bayern.	86400	in	ns	c.ns14.net.
eitensheim.bayern.	86400	in	ns	d.ns14.net.
eitting.bayern.	86400	in	ns	helium.ns.hetzner.de.
eitting.bayern.	86400	in	ns	hydrogen.ns.hetzner.com.
eitting.bayern.	86400	in	ns	oxygen.ns.hetzner.com.
eiubnudu3pghkvgke3soqldpo2c3106b.bayern.	43200	in	nsec3	1 0 0 - EIUEOIUHSCSG03QKBEUB6KFQUIB5IH0R NS
eiubnudu3pghkvgke3soqldpo2c3106b.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. caDMohfzw8uhn0Bpd5F97l5slEIHVjD7mRbxWfxkxt+d9a8oOCV1/Jikmw/V+n0vbkqO5HD7hAVQeiQQpRXla2xLCIygaVH6YIFCj5jCDjLlvTAO3Atfk4YyrVWz8QQ0JiYWwUmTQ3l1uV/BGGUBV9OOLjM804aNjk44vUdwQBtEm8gCD9R69hQgqKYrVgxqQpgdO6HQ8kWjdMeDCUDeRQ==
eiueoiuhscsg03qkbeub6kfquib5ih0r.bayern.	43200	in	nsec3	1 0 0 - EIV9HP44TMBM7UTAKHVCB4LJDBRE2I03 NS
eiueoiuhscsg03qkbeub6kfquib5ih0r.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. OMiveyQlOd/SYU/ra0DAiID+CEW0NVr2DmfiKJCy8FZQf9fz0U6NX8MlTjMnYBs6px7wbAy2Z66PxbXVr66J706JUfpU+KepLPCWbpqPdoV6eRXT9tSsjjPx15GseE04wFW8LpwSesqU0IFj17RBqYdUm8MR9wu0Sc1UTJiKeLBaLmrJiOGvGy90WdQgLv2h8UPtnNpD5WcI8CUsjuymYw==
eiv9hp44tmbm7utakhvcb4ljdbre2i03.bayern.	43200	in	nsec3	1 0 0 - EJ1J4ODGFE9K49199QFETIQSAGUV09F9 NS
eiv9hp44tmbm7utakhvcb4ljdbre2i03.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. KFvcht67SJChgEWikZ7J3giMSb1vFhmm1jIVDPNh1cdDB1K5sR08qg4xAZ+y/fz9aIVLhY5p+oEpYGCXxQ7B7emPmo0xX+jQOyRdPoxCnP3fzI3ZveaFkcYvYX4JjxOzooLNBk7OxQ55ebXFiQVBlsGdciC9AhdgiOlMCax8Czy3QqVWdevTSPhn1pM3lpFZG388Fdo1PkWfWGm2nnzD/g==
ej1j4odgfe9k49199qfetiqsaguv09f9.bayern.	43200	in	nsec3	1 0 0 - EJ1O79LE2TUKUNR1LK27RI8GEIEIU979 NS
ej1j4odgfe9k49199qfetiqsaguv09f9.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. VXvlxy9owdVifio8xJ/3fkvAw5m1PU7YNTcE0erpHIwMoJHXHh1osSlR8ajtM0VB6eAF7o3NNrOappQAeC32Qllsvb++b3EA2idjDzeW+QoL6nfg1R/EVzRPK+LIUbSnfQCWI9fpHP9Sa6wY175LY/zlrG4gFbW+p+8s7MBDo1Bb9tKZX6Xz64EtsFISCnXwKIuYGQOWW0Pw2PQY3LdEsQ==
ej1o79le2tukunr1lk27ri8geieiu979.bayern.	43200	in	nsec3	1 0 0 - EJ2NUQV2HISJNKAAQAK8PQO7VBL09DNJ NS
ej1o79le2tukunr1lk27ri8geieiu979.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. mNs/cGfi1eY+r/LWhgzUk2a8zceWwwYbTY0Mr0WdsKcn/bAbWjE+x7GASRJJlmSzbM9eWzE/mA3MRed7V/pe1DUSGcZrQkaGJdiOQKcHHUp7KyshMzcaYImEgGYDQBH//ptVqBFNLJ+HZYc+EbLj3y7TJqEaRMnNiBan67s2eHEPk6K9yAeSjj8PHrMoy/+qXIUa15KdkWXTBJUymDTZnw==
ej2nuqv2hisjnkaaqak8pqo7vbl09dnj.bayern.	43200	in	nsec3	1 0 0 - EJ2OPBTHPGKHTMJFFIGEPGOQAQC2ITKD NS
ej2nuqv2hisjnkaaqak8pqo7vbl09dnj.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. SxHeqLz9utAZLXb2ziockhZfI8JaOeZlwH7OY8qtFSIAkNr4Uv1aZbbYzIMKZiC7of3q4Rmaq3OV3II8GuiDSx5sphLJyatnf0iXTNEOXK0rTVjmms8Nqe1XJ3aCD41jnQLu3Ot2qi6vNL6VCGeyEKyIEYNJ7MHwZAbbWBCry8duOusOxmfNsV9HiJ3to7YGG+E6G8IuvMytUqlEP3Skww==
ej2opbthpgkhtmjffigepgoqaqc2itkd.bayern.	43200	in	nsec3	1 0 0 - EJ5BA7QCJSVKPINO60D2U3KDVHE66CQ5 NS
ej2opbthpgkhtmjffigepgoqaqc2itkd.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. oKv4iq91CrxD7fomqV3cH8A8eHJJe7x2Ydmbalq4f12OVOXvhfnoSRE8l0kfOq3+rSus8AKbgTCfz0F3eYuOA2H7Itg8zGz0Ia6dcWdpHtDfUiWL7mSY2uCoI7MK15gsD2EzttgzVT0UGeDBQLm72x6qH7/QKUM3bLhFdQLJsyjXsAEGMb4z9uZUunc1C4KjZs0o1Q+wcGfF+/nWIOIsDQ==
ej5ba7qcjsvkpino60d2u3kdvhe66cq5.bayern.	43200	in	nsec3	1 0 0 - EJBG8JSC2N3GVCQAT7QPJKDEQ615F14H NS
ej5ba7qcjsvkpino60d2u3kdvhe66cq5.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Y1dQBK+G3XQdEEaTytYBQiR4TdLICG7K1Il6ZLGjZF+h93pOzm5+LL3BeFEqWqWnzWB7vBoI806tBgdHUOqINW1Vsvk6TjeTOulE7npW0cRVcpuZNobkZX1KRK+iJQb9Cox+rmYcAlVK+Pkvu1qIiUZ6vdMkV4v21m6OAJlmFty1xDE7p6sm5DX4bYzjn6feUE4BgT3kn5HVUmyWtfMmuA==
ejbg8jsc2n3gvcqat7qpjkdeq615f14h.bayern.	43200	in	nsec3	1 0 0 - EJBTGQQ84SLQ1I74RLB18CDOVC49KKFR NS
ejbg8jsc2n3gvcqat7qpjkdeq615f14h.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. os/tX5CIB/GNvea6P0eohp5lmRwDlhePm9g2watq5SSHS2UeKx5j+L/rYlHwZW7yUDqF1YyVT2VxL3lYmND3zq4BPOgnCg1MVFENcP3wr7R7NyF09mXtRzSZTqAcnp7/0OgNtffB4ADm/rcVG3pd8qMr93Yk8wwLEQLePi/7/OL4/lvzrMSnIBVfPVMYZcBn++OShzKGjj1IYVVKXnzfXA==
ejbtgqq84slq1i74rlb18cdovc49kkfr.bayern.	43200	in	nsec3	1 0 0 - EJCHDCRLUU90SQGISSNOVKEN8GN8FFID NS
ejbtgqq84slq1i74rlb18cdovc49kkfr.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. L1wD+k1uLzHAY5VgR/dUedY1A0N9IopxBGHjbCoTmGswxRwR0QYAQ1rppK75H9iwH7Y5OA6QX30FZEW1hwLFpe5RJ2DQ/RnQFvLHCrqigwJTyFq3UrIa5jd08T0e5dTWbUBc8Dk4ddedPyXiOcoKiVO1UDJ8qwuSu25lpVa1MrCdnsuPvV0KOzyMuPV4xWPO4oHeMVWrTD8W9+hgxWeSyg==
ejchdcrluu90sqgissnovken8gn8ffid.bayern.	43200	in	nsec3	1 0 0 - EJELO6S9GOP8K4SVE7RD31RUKDUKM4CU NS
ejchdcrluu90sqgissnovken8gn8ffid.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Mg6/hjW96XNglpCxBdqF7RJYYpucLQRG/eN/qsvWn7GWJDGsO+uWdhtEeglb1WRjF38aHhkky/v0S5kxynVoj2U+Ef3wI9VSvYIf+upvVhNHq/pK35VmfWGuVHQd4xNH/mGVFQ0YOei9RI1u5KVI8ca3zh+/uNVHSsBLk+mkHBKnbGPFOZCSMCOPALheAm1ZomZwhVrYffifrgZBpSJXKw==
ejelo6s9gop8k4sve7rd31rukdukm4cu.bayern.	43200	in	nsec3	1 0 0 - EJGONKF1HANTSHGFCA64MOR9EA6ULH41 NS
ejelo6s9gop8k4sve7rd31rukdukm4cu.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Y60o6sPd/7fl0yv5mmgZxavV5CRnFMxYSSG7h6vuRKiWbi0ETL8zi0pFaO5QD6sgdSgvbISUupVAsMxwKBno9Mw0hk2A31dZsEPYKvyr2CIumcn44ae8I3NSsxB1EmsGNbN9uwYBXgHG3VRZ9eCXrAD50vicGS3pEhnIiNGAP39YkkFLB8auJnkbecvEZ5rZJFgGFJuTD+58zn+6TkgiFw==
ejgonkf1hantshgfca64mor9ea6ulh41.bayern.	43200	in	nsec3	1 0 0 - EJH9LRBPTP8J5AS73JUE47P5F4J7P1OL NS
ejgonkf1hantshgfca64mor9ea6ulh41.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. nK/hoZTVXD+vwbR5IR73trfQ1eBMB4Q31ikc3wK817xgQHoWuCXftbJT0UpR7ORa3F5ND7qBWYp04zlr7mtbQD63QpPUDmdxss6wN0+BgjXgiaiMRVFQgqPE8tzreFwfZIPB+rVV7iAFMqDBEC9AsVX++TrDnJrXzesuIw7CVo6UVfHz1jgfTSp2fmgLYsQFe4A9tzGij0csmRlegfM0Hw==
ejh9lrbptp8j5as73jue47p5f4j7p1ol.bayern.	43200	in	nsec3	1 0 0 - EJHB9E85LJDU0N6M9LE67JRF5CRG5HV4 NS
ejh9lrbptp8j5as73jue47p5f4j7p1ol.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. GXvHHCqs8DaBYFoZCTVZsgM8dZZAunkSvA5Ej2VY6pWZ7uVVaaJto+NS2ABWnEZhAqigfQ9D6WC4DxdTS+h/roF2GOF5v8Og0om6In03QlvKNd8HnnudmPlH3gDGMKngEZybQ8LN9JPfI/vIJJIWe2eAbmF0ZaKNwXEx/YjDIJbPDeS9HJz25BjGtNep8zixfDTK3DQ9EF24X/9+AeIYBw==
ejhb9e85ljdu0n6m9le67jrf5crg5hv4.bayern.	43200	in	nsec3	1 0 0 - EJHH88S7146NR1T06ML6KJ7VKETKQVCG NS
ejhb9e85ljdu0n6m9le67jrf5crg5hv4.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Yfgbm4loa1jITbHmDaCmkyoMCxDTDDu+579YlhGLqHCDuvuzu8yekywhDMdE95ErBJwPP6Pz5+WtZUzFLEgpGTxOJbKF+AdxgW0Ang3qhUL1hyDnWEVuow+8D8NsNlJtxjy8DRBP2S6Q430APLgz5doccoqil1yfi/Ho0VRAcdgwDC7EUN2T/h+nkDAXS/ojnS05Ywyk+gDtJlUKHLpMOg==
ejhh88s7146nr1t06ml6kj7vketkqvcg.bayern.	43200	in	nsec3	1 0 0 - EJMKAEAUQSQ9T1JGPPHGLNNBPI9KDJGN NS
ejhh88s7146nr1t06ml6kj7vketkqvcg.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Rw1uKzPji+CMRvHvLA4mB4tblWhJGnHuW+Lh/Jqna++izvmDPhQentYuLipdlE03UVtcWnRZCRvyMhpnjrD8p5V4WbrwQqTwo0uhVT71beeNdhbOu5LSXnloAappBGGwXfYE4LdMoCryxK2YEZkmcWirf1agwIJqrgyXKd1QkPCkDeLVixT7tgPGDbQ0lp247AIoxUj2OckTtP4BzwBAFg==
ejmkaeauqsq9t1jgpphglnnbpi9kdjgn.bayern.	43200	in	nsec3	1 0 0 - EJNGDJGP3NF5JR6JJQTCP8SCP79DOP9P NS
ejmkaeauqsq9t1jgpphglnnbpi9kdjgn.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. bg3DCZzJZ7GpFFB5fxPynvz0O+1bQJjrcavnhgDkzo6rEb6pPa6KVD/o+aiYWrtqs6izl4HNhmkGVFoCibwm7mBFXt0umUp1a4koRP4Otoxt4IymqWZhL8yyj5hRvEgdZNi01bIHWXnboOiZw4xF//vFKaKToPz9QwZTMDjiS5xZgmXya+UNHkQwGNwcBqds5AbmquD2/XHKKTaYsE6SMA==
ejngdjgp3nf5jr6jjqtcp8scp79dop9p.bayern.	43200	in	nsec3	1 0 0 - EJO0EAC1CJFT7D1N7O2KP6FFBERBL9VI NS
ejngdjgp3nf5jr6jjqtcp8scp79dop9p.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. dLAwYyWBemkyVOG+QIDLMLdp+cSHkR7VMDl/WxAc7oxOrS92QhsduaZfUFuM3enBg2rDDkJW0YcNx1c8zgyp9ZEvOM+z1uZ1pgRDAEV43sRe2coIgbVLPAPYMXRHdvE/+RTUOOfuQg9VcoDI6feSZEl2wR2/yEltFEiiCn80C18pRJqB0js1W8gv0KMdZmF37ia7Jv6g2trZNVDQgUgKwg==
ejo0eac1cjft7d1n7o2kp6ffberbl9vi.bayern.	43200	in	nsec3	1 0 0 - EJP3ECO5805BLV2I03N60IBG5HOM3MHN NS
ejo0eac1cjft7d1n7o2kp6ffberbl9vi.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. LwT2Hv1X74/2fx5JQ9GIjOmpx0JaiFLMGrNowDCrjsx4UT+b5wvC+kjHcoYRyuzFRUlddEVGVbUkxx7ta3QEXGm+Ab+3+KlKanuvgMLTNIXE8Qcz67Iz73prWDnsBAOqlp3rpAQkh+AuEH/ONPBzgHsmpdeCEzEpen4L4UTyhMVg6f1tN0o5dH+NCgYGnazyQtxdXglBL4MuYC3zWWApDA==
ejp3eco5805blv2i03n60ibg5hom3mhn.bayern.	43200	in	nsec3	1 0 0 - EJQ0U4BE0KDTFU19DT9K8RC29RNNNODO NS
ejp3eco5805blv2i03n60ibg5hom3mhn.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. TE1oQwyV+uorfE/lw1DK/rcOQVdMLABHbaYy6coRv0XtKGIy8a2ixKcv8lZZw9dduOFTDHDZxxHabAvEbWzqVoRYcyM5vc9kzyS74cAR1T1VChx7t9KuVgqiowCzuHh/pqwWpRA6LNjXKty6Jg/HVdf5cDve2qS7XfKcFaED7150k8ouyCSomawOGMxPGOTDIiKDPb8SFxA7QOQGGjZM1A==
ejq0u4be0kdtfu19dt9k8rc29rnnnodo.bayern.	43200	in	nsec3	1 0 0 - EJQLR5DPDHR6V8GMC6PMB41KVDDCFIEO NS
ejq0u4be0kdtfu19dt9k8rc29rnnnodo.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. IxkQVVAzCO2U/jRkFtCN1+v0dji9ipEng7QJmLePeRhAZsNoEotnEG4ZAmi1mMzkUFOAuiut2oA/fzy3iGjwN2FuDwlVlWzRjv/s7O6QLKfbitXYrfNiB4vNfL+q6q391C+Rd9jWjeiU5BDLR1jncCsmnm7go52zYMTTuaKPaNUZTFoOyq4zd0vmgIf7uf+zHwvtof284LnnasXQZ/pHpg==
ejqlr5dpdhr6v8gmc6pmb41kvddcfieo.bayern.	43200	in	nsec3	1 0 0 - EJRJT9MO5IG8AGGF2HH2GHTU4TPA3098 NS
ejqlr5dpdhr6v8gmc6pmb41kvddcfieo.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. bRYlUiXvaXTO5MxNWFhaGKEj5VDAON7SctPkYreMcSi952/1LNDReZSNHaGdUBz3Rsam//acBZqfAZapUdN9fdC6iDbCb2Vb0+XqEHsekUIFAfsBq98JFh5v4Lbn8pHmvGfWUKrAtgG4lnf1etgdUjsIaLHfXVZZRYcYHDm/p9HLPTbhZbY/2em8KYFg0z2/6TCgQqmEyybWvDjt+RNBYg==
ejrjt9mo5ig8aggf2hh2ghtu4tpa3098.bayern.	43200	in	nsec3	1 0 0 - EJS7PCC7T7OP9ULRMBURGNA90IBFL1RU NS
ejrjt9mo5ig8aggf2hh2ghtu4tpa3098.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Gj3RZRDFlUkwDTLiApcoAejW60M3EC3kNhbM62S7Lbn3ZjKG8Y3zDfHK44ZBzITbmJANhuVxGwSFOK8Ut/WCaeHaJOQWj1MjaVOu8hjZGtsgLbznKR2UpShaa1MV75jud9HiUWvUPVj/fa16okHeXBeTGSyLx7gVbo4U3sqwUwv9PW1Q61/bB5QFLq40jVr+UUDiQ46DPLrxWZHEahD1cQ==
ejs7pcc7t7op9ulrmburgna90ibfl1ru.bayern.	43200	in	nsec3	1 0 0 - EJTM0J9TRN46ETD0I43949UTMDJMA1S2 NS
ejs7pcc7t7op9ulrmburgna90ibfl1ru.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. iDFPjbfWs2+vK3uBDkscFjIdO1leCr7VOft2DPa7N31bLqvrYGBBPojcrhQtvJ00BNWzaiK0iJEIsouvEU3tYxPpng2cMMk40b3u4QJhBRCACC7B8jxeoFHdzWwtYAdlzYu7QOcLmXYvHSWJe2JgUALz3lZHZG7gw38fw1RnYIOWa1ZDMghrdV6RVLUJT4xCbtnbnKUe8MS8UfYsEMvFUg==
ejtm0j9trn46etd0i43949utmdjma1s2.bayern.	43200	in	nsec3	1 0 0 - EJUCEIE7KUG80BC42KL2U11NANTT37DC NS
ejtm0j9trn46etd0i43949utmdjma1s2.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. MQELhuKYxc9aOblp8la3pX2A0dF1ubfZ8lIUBysz3fSGNwnhH4WW110Em2vuKcwVF0pg2AqOOJGpOk3QkZZ6A5TuK2lZwUXnmbxHxTY1KEU92wFZzKuYFOyObYRz9juocZycMpxwSBiJ6eBTho4j0hgO6A5UIQ3hnRdG+MWepE3QXawilG5cKpraKlMwsdYjQIdmY4mu5Ze6DrPwBXB36g==
ejuceie7kug80bc42kl2u11nantt37dc.bayern.	43200	in	nsec3	1 0 0 - EJVAOMTDR458HT8OVGGRGJFF0E1896JC NS
ejuceie7kug80bc42kl2u11nantt37dc.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. RHi8o9dZeFT2SlG4rC1lOLobU1GgR/t5gjoc2WfqiDRN51RSNqkYofWpZWlwqXD80v3g1rPgOkAF8Xm59Z6KjmMJNE10PQhpqtn3csNnHCleXJJ+bYejYQArHqRwkU8FEsBsU/Iewp0hdcez3RprmBDmRUxelDpN28j5IIbKbBmTMkRigLWsJ/+KrgVF8ZyMOYhoLjZpS6rgduAQI0Onhw==
ejustice.bayern.	86400	in	ns	c.ns14.net.
ejustice.bayern.	86400	in	ns	ns.bayern.de.
ejustice.bayern.	86400	in	ns	ns2.bayern.de.
ejvaomtdr458ht8ovggrgjff0e1896jc.bayern.	43200	in	nsec3	1 0 0 - EJVCU5LVNM53GTJ1SEEJPFMQSL64V9OU NS
ejvaomtdr458ht8ovggrgjff0e1896jc.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. CPXIUynjoi8OFtAXs7v+MsVPBTEBPnjXVjHXVXsia6XNtziCDkTWR7AuSc6wXAfFdMOmu2HlgoO7Om0jaXfeQq1IXkSE9zIXk2dP7tu+YFhuvs1Q3W14jqoLllaS0vtuYY5iRGr2Qs3F+7amk8yS/nj45CLADt8dZVZUlK48PaYWBBiVC01f5TXAguNYTALQdNgZgSpzTGTcmOLrNNbA7g==
ejvcu5lvnm53gtj1seejpfmqsl64v9ou.bayern.	43200	in	nsec3	1 0 0 - EK0OFKH39Q78G9VIIN9L51AUT46S13BA NS
ejvcu5lvnm53gtj1seejpfmqsl64v9ou.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. HCIEBHJQ0GogzRoN2SMfpnfTd8udsPnzoS2dGVWm93yvZz1fm/KVy95w2xIWSHCcKGYDigB/6KSSIa3TeFZorif8OGQvkZxCtC+iLidhenQHLFkF6BrNYyaRzWi/Rq67wJc+cQAhsBJsrjOVTb6zzoBsQtrqWIvt0vokN708ZIwYrK5FyljvYJxYf7DTzBAFRNg+/nh4ogI7ikzC1A3ayQ==
ek0ofkh39q78g9viin9l51aut46s13ba.bayern.	43200	in	nsec3	1 0 0 - EK11QJG1IB4VEDETACTVS08RE7SFNP1R NS
ek0ofkh39q78g9viin9l51aut46s13ba.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. o8t34qAEx6Ox/03tKNCt3xVgWIlTHjXGMDT+uxZten7n/BiyQmhIjUjn44OYpIC9PNYW/pluR9KuPEJTZ9393+yJCriiJnBSRBxOYnnbTXHpTMAYuWOqbXh8P7nat/hQUu15fKQT5XCzcGOeHP6zxTY4AKhWMnBN77yEeTy895piG5z1tgDUbv95NSbuBgcb71lwptHnG8FaYBYbX7rj8Q==
ek11qjg1ib4vedetactvs08re7sfnp1r.bayern.	43200	in	nsec3	1 0 0 - EK41RHTG0KKQHSPHRM7SQFQKDLP30I6V NS
ek11qjg1ib4vedetactvs08re7sfnp1r.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. jq/IN9Pupdolxf4/ncZl+CudEhI65KwDAFq62+wUa/LDXucbWDe7Wctcgl1/tti5Tw5AliVxAy+42bWLbK8h7eYDT33MA6u5JFQuHeauJl8edp1xB6r1NYq9gSbRYkPVlqyjvVv+GYQYOmBw2IM3fHoJs2lP0lqwDtrSdFC4qEznqhaQkkaMMI1m8uvRH91oU0Q1Sqr7JrGAsT62fZIVMA==
ek41rhtg0kkqhsphrm7sqfqkdlp30i6v.bayern.	43200	in	nsec3	1 0 0 - EK47ORJ6J5R6OQ2ML9O8B9FIN9BC33LT NS
ek41rhtg0kkqhsphrm7sqfqkdlp30i6v.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Ny+nbkrO1DHRJvZ/qmpQN5hjQ5wnSoH8oYpw8DvmGdrPoP6gODr5Zwc/yU2g+4n3fkDaI7EKWS43b5aVnYMY+T69SDG7J6Dv1Chm8e+8+Lc+a/h9TauEy38uNG7HIw6QUkJLhAjHa+zZgFW0nZAjhQew6o+SBx2LbGQt3gDuAraCbcBKR2cM2j4jr04GMfiqqZZNS8CEnEsD9Yn5FjMEKA==
ek47orj6j5r6oq2ml9o8b9fin9bc33lt.bayern.	43200	in	nsec3	1 0 0 - EK5CI5ENI3DI3AEK3PD1JCSNHC7D85SF NS
ek47orj6j5r6oq2ml9o8b9fin9bc33lt.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. eVlCDwD0MWf3WjNUr/S11Z61ZbDcJo+3aEB7PWEvevsSIBA5GHY9QbpT3bKZpoKz+uR6RkZ0KJhW9ZFDtsFpm5bTOC9xyxRfk+HwEO//t+nItfoNl1b8Ate2sTI/WWxGhVBDNCn3rNsho3RCcSK+ZDNBw/VOQDF39OPZ92iiBUaeKTPKHp9gyxDM1xumtqrfNtqDlXJemCjkc9sCPV1zDA==
ek5ci5eni3di3aek3pd1jcsnhc7d85sf.bayern.	43200	in	nsec3	1 0 0 - EK6V5JK8RTGT67G2RLIO26LK0G7KAFSD NS
